Area,Crop,Soil,GPS,Documents,NDVI,Rainfall,Verified
8.53,Rice,Loam,1,1,0.27,682,0
6.64,Millets,Loam,0,1,0.69,713,0
8.04,Millets,Sandy,1,0,0.77,948,0
2.62,Sugarcane,Sandy,0,1,0.43,539,0
14.89,Maize,Clay,1,1,0.56,1265,1
13.15,Millets,Sandy,0,0,0.59,976,0
12.46,Wheat,Loam,1,1,0.28,720,0
11.65,Wheat,Loam,0,0,0.81,626,0
13.23,Maize,Sandy,0,0,0.47,1038,0
12.95,Sugarcane,Sandy,0,0,0.35,332,0
4.31,Sugarcane,Sandy,0,0,0.74,317,0
10.78,Cotton,Clay,0,1,0.32,1415,0
3.22,Cotton,Clay,1,0,0.62,758,0
10.05,Maize,Sandy,0,1,0.7,824,0
9.64,Maize,Clay,1,1,0.63,1352,1
7.79,Wheat,Clay,0,0,0.41,496,0
14.73,Millets,Loam,0,0,0.39,1253,0
6.0,Rice,Black,0,1,0.62,1295,0
7.21,Millets,Loam,0,1,0.36,1338,0
7.46,Sugarcane,Sandy,1,1,0.62,497,1
4.94,Cotton,Black,1,1,0.72,836,1
14.01,Maize,Sandy,0,1,0.48,1446,0
3.28,Cotton,Black,1,1,0.59,1478,1
1.15,Millets,Clay,1,0,0.58,1227,0
10.71,Maize,Clay,0,1,0.85,1049,0
11.19,Wheat,Clay,0,0,0.54,360,0
7.6,Cotton,Clay,1,0,0.59,1191,0
11.94,Cotton,Clay,1,1,0.9,324,1
12.66,Wheat,Clay,0,0,0.84,598,0
13.95,Millets,Sandy,1,0,0.62,547,0
7.84,Sugarcane,Loam,0,1,0.42,1152,0
0.8,Maize,Sandy,0,0,0.7,600,0
6.88,Millets,Black,0,1,0.36,406,0
14.74,Millets,Sandy,1,1,0.43,1215,0
13.18,Cotton,Clay,1,0,0.86,1325,0
6.51,Maize,Black,1,0,0.35,1465,0
7.13,Maize,Sandy,1,0,0.27,1268,0
7.08,Rice,Sandy,0,1,0.7,722,0
8.76,Cotton,Black,1,0,0.4,1320,0
1.12,Millets,Black,0,1,0.36,668,0
13.59,Sugarcane,Clay,0,1,0.93,470,0
11.31,Maize,Loam,0,0,0.63,1230,0
0.66,Rice,Sandy,0,1,0.65,584,0
6.39,Millets,Loam,1,1,0.68,656,1
14.38,Cotton,Black,0,0,0.89,1158,0
4.3,Cotton,Black,0,0,0.43,1251,0
2.06,Millets,Clay,1,0,0.62,769,0
5.46,Cotton,Loam,0,0,0.39,1307,0
12.12,Maize,Loam,1,0,0.54,609,0
10.17,Rice,Sandy,1,1,0.93,1273,1
12.15,Sugarcane,Loam,0,1,0.52,1256,0
6.48,Rice,Clay,1,0,0.3,799,0
11.17,Wheat,Clay,0,0,0.54,1106,0
7.82,Cotton,Sandy,0,1,0.43,718,0
4.37,Maize,Black,0,0,0.73,855,0
3.57,Maize,Sandy,1,0,0.91,662,0
14.22,Rice,Clay,1,0,0.88,1425,0
11.32,Wheat,Loam,0,1,0.3,791,0
9.01,Maize,Loam,0,0,0.66,846,0
7.9,Millets,Black,1,0,0.25,1390,0
2.49,Cotton,Sandy,0,0,0.81,558,0
3.31,Rice,Black,0,1,0.62,1439,0
11.29,Millets,Black,0,1,0.67,704,0
3.73,Wheat,Sandy,1,0,0.89,1258,0
0.76,Wheat,Clay,1,0,0.45,1329,0
12.92,Rice,Black,1,1,0.56,328,1
10.51,Cotton,Sandy,1,0,0.32,1449,0
11.27,Maize,Black,1,0,0.68,703,0
11.08,Cotton,Black,0,1,0.62,1241,0
7.39,Sugarcane,Black,1,0,0.67,962,0
1.16,Sugarcane,Loam,1,1,0.31,380,0
1.25,Sugarcane,Sandy,0,0,0.67,1295,0
4.03,Sugarcane,Sandy,0,1,0.55,1028,0
14.18,Wheat,Sandy,0,1,0.6,1459,0
9.75,Rice,Clay,0,1,0.4,1259,0
4.99,Millets,Loam,0,0,0.23,1108,0
14.74,Sugarcane,Clay,0,1,0.58,1301,0
5.93,Wheat,Black,0,0,0.28,519,0
3.73,Rice,Sandy,0,1,0.28,546,0
10.51,Cotton,Loam,1,1,0.85,1062,1
3.32,Cotton,Loam,0,0,0.72,1064,0
0.61,Wheat,Clay,0,1,0.57,1402,0
0.88,Sugarcane,Sandy,0,1,0.41,1098,0
5.91,Millets,Black,0,1,0.62,1229,0
3.86,Rice,Clay,0,0,0.65,1160,0
9.39,Cotton,Loam,1,1,0.27,1493,0
13.28,Maize,Black,0,0,0.49,1398,0
6.01,Cotton,Clay,0,0,0.47,1012,0
12.45,Millets,Loam,1,0,0.64,630,0
7.58,Maize,Black,1,1,0.93,717,1
8.13,Rice,Loam,0,1,0.27,811,0
14.06,Sugarcane,Loam,0,0,0.61,1159,0
0.91,Millets,Black,0,0,0.36,765,0
1.44,Sugarcane,Sandy,0,1,0.31,1017,0
14.22,Cotton,Black,1,0,0.85,1156,0
14.39,Wheat,Sandy,0,1,0.86,506,0
11.38,Sugarcane,Sandy,1,0,0.82,1354,0
5.69,Wheat,Clay,1,1,0.81,920,1
5.0,Wheat,Clay,1,1,0.52,748,1
10.77,Sugarcane,Loam,0,0,0.82,1460,0
11.17,Rice,Sandy,0,0,0.35,955,0
10.78,Sugarcane,Clay,1,1,0.56,489,1
12.09,Cotton,Sandy,1,0,0.36,740,0
7.39,Sugarcane,Clay,0,0,0.31,608,0
10.39,Maize,Clay,0,1,0.35,596,0
11.96,Rice,Black,1,0,0.36,388,0
6.02,Rice,Black,1,0,0.28,938,0
6.1,Maize,Clay,0,1,0.49,730,0
11.9,Maize,Black,0,1,0.53,572,0
8.31,Wheat,Sandy,0,1,0.44,1084,0
2.09,Maize,Loam,0,1,0.86,522,0
1.59,Millets,Clay,0,1,0.72,356,0
12.54,Rice,Clay,1,0,0.53,879,0
3.68,Wheat,Black,0,0,0.76,908,0
9.52,Maize,Loam,1,0,0.61,546,0
2.59,Millets,Clay,0,0,0.33,1304,0
11.18,Wheat,Black,0,1,0.21,889,0
3.28,Maize,Loam,0,0,0.75,988,0
2.55,Wheat,Clay,0,0,0.2,467,0
12.66,Cotton,Clay,0,0,0.63,922,0
13.3,Wheat,Clay,0,1,0.5,1275,0
6.33,Millets,Sandy,1,0,0.27,485,0
0.81,Wheat,Black,0,1,0.75,1386,0
8.33,Rice,Loam,1,0,0.83,641,0
1.93,Rice,Clay,1,1,0.62,1336,0
3.6,Rice,Black,1,1,0.68,1116,1
7.75,Wheat,Clay,1,0,0.92,494,0
4.92,Cotton,Black,1,0,0.26,767,0
3.47,Rice,Black,0,0,0.74,553,0
4.51,Maize,Sandy,1,1,0.46,1402,0
14.62,Millets,Clay,1,0,0.62,344,0
1.44,Cotton,Sandy,0,1,0.49,535,0
5.54,Rice,Clay,1,1,0.56,1381,1
3.82,Cotton,Clay,0,1,0.34,993,0
3.17,Millets,Black,0,0,0.29,329,0
8.29,Rice,Black,1,0,0.68,520,0
13.98,Millets,Sandy,1,0,0.49,1038,0
10.61,Rice,Sandy,1,1,0.87,479,1
7.12,Wheat,Clay,1,1,0.61,402,1
10.31,Cotton,Loam,1,1,0.23,707,0
8.93,Wheat,Clay,1,1,0.51,1440,1
6.26,Millets,Clay,1,0,0.35,1203,0
3.14,Sugarcane,Black,1,0,0.33,516,0
1.9,Rice,Black,0,1,0.47,1401,0
5.29,Cotton,Clay,0,0,0.48,865,0
4.11,Sugarcane,Black,0,1,0.58,1456,0
6.08,Wheat,Clay,0,0,0.43,766,0
12.25,Rice,Clay,1,1,0.57,867,1
4.14,Rice,Black,0,1,0.23,1397,0
1.68,Maize,Clay,0,1,0.34,699,0
13.85,Cotton,Black,0,1,0.29,1064,0
12.4,Wheat,Black,0,0,0.46,1380,0
7.04,Maize,Loam,1,0,0.8,1422,0
8.53,Maize,Black,0,0,0.91,1335,0
11.46,Cotton,Sandy,0,0,0.36,1158,0
13.84,Wheat,Black,1,0,0.69,439,0
12.66,Cotton,Black,0,0,0.93,1180,0
10.09,Millets,Clay,1,0,0.81,1354,0
11.47,Wheat,Clay,1,0,0.74,1347,0
5.6,Cotton,Sandy,0,1,0.22,423,0
0.88,Cotton,Sandy,1,0,0.46,1208,0
8.3,Maize,Black,1,0,0.93,1053,0
8.62,Wheat,Loam,0,0,0.57,818,0
7.36,Wheat,Sandy,1,0,0.59,1148,0
7.97,Rice,Loam,0,0,0.33,310,0
14.19,Sugarcane,Loam,1,1,0.5,1319,1
11.73,Sugarcane,Clay,1,0,0.21,699,0
0.89,Cotton,Clay,0,1,0.2,897,0
2.64,Rice,Clay,1,0,0.4,1270,0
13.58,Millets,Loam,0,1,0.35,610,0
12.04,Millets,Clay,0,0,0.5,1238,0
8.59,Sugarcane,Black,1,0,0.5,461,0
4.82,Rice,Clay,0,0,0.66,415,0
11.51,Cotton,Loam,1,0,0.79,896,0
5.79,Millets,Black,1,0,0.27,1297,0
6.09,Millets,Clay,1,1,0.27,517,0
12.62,Millets,Loam,0,1,0.39,1212,0
5.06,Wheat,Clay,1,1,0.68,909,1
4.59,Wheat,Black,0,0,0.57,599,0
0.93,Cotton,Black,0,1,0.93,407,0
8.03,Sugarcane,Clay,1,1,0.25,808,0
9.52,Maize,Clay,1,0,0.21,565,0
11.5,Maize,Clay,1,0,0.43,462,0
13.28,Millets,Loam,0,1,0.55,1487,0
1.38,Rice,Clay,1,0,0.81,352,0
11.78,Maize,Clay,1,1,0.68,633,1
7.17,Cotton,Loam,1,0,0.37,1018,0
1.59,Millets,Black,1,1,0.43,740,0
9.44,Cotton,Clay,0,1,0.81,839,0
6.18,Maize,Black,1,1,0.52,1466,1
13.09,Rice,Black,0,0,0.55,1099,0
12.99,Sugarcane,Sandy,1,1,0.51,1306,1
12.63,Millets,Loam,0,1,0.8,927,0
10.23,Sugarcane,Black,1,1,0.53,677,1
4.42,Sugarcane,Clay,0,1,0.71,443,0
0.77,Maize,Clay,1,0,0.87,803,0
6.04,Millets,Sandy,0,0,0.62,727,0
5.56,Maize,Loam,0,0,0.81,547,0
14.92,Maize,Clay,0,0,0.74,321,0
8.94,Rice,Black,0,0,0.6,446,0
5.21,Millets,Black,0,0,0.27,776,0
11.87,Sugarcane,Black,1,0,0.75,336,0
3.2,Cotton,Clay,0,0,0.75,1214,0
9.11,Wheat,Clay,1,1,0.5,380,1
10.03,Rice,Loam,1,0,0.4,1268,0
3.61,Millets,Black,1,1,0.73,1466,1
13.16,Maize,Sandy,1,1,0.22,354,0
12.17,Cotton,Black,0,0,0.75,357,0
8.42,Rice,Clay,1,0,0.78,820,0
1.66,Sugarcane,Loam,0,0,0.23,878,0
13.47,Rice,Loam,0,0,0.33,529,0
6.12,Wheat,Clay,0,1,0.89,1294,0
3.1,Maize,Sandy,1,0,0.68,1219,0
1.09,Rice,Clay,0,1,0.44,781,0
3.78,Rice,Clay,0,0,0.84,907,0
14.98,Wheat,Loam,0,1,0.64,1368,0
4.72,Wheat,Clay,0,1,0.27,1026,0
10.95,Sugarcane,Clay,0,1,0.32,1266,0
5.06,Maize,Loam,0,1,0.31,878,0
6.04,Maize,Black,0,1,0.51,1098,0
6.4,Wheat,Clay,1,0,0.22,980,0
6.95,Millets,Sandy,1,1,0.85,598,1
6.5,Wheat,Clay,0,1,0.73,1318,0
1.01,Rice,Clay,0,0,0.82,1093,0
12.25,Wheat,Black,0,1,0.63,378,0
11.38,Cotton,Loam,0,1,0.52,309,0
11.42,Wheat,Loam,1,0,0.92,938,0
8.72,Maize,Sandy,0,0,0.56,505,0
11.35,Sugarcane,Clay,0,1,0.44,1104,0
1.96,Rice,Clay,0,1,0.76,720,0
6.75,Sugarcane,Sandy,0,1,0.72,479,0
3.45,Millets,Clay,0,1,0.76,1406,0
10.4,Millets,Sandy,0,1,0.81,808,0
12.71,Cotton,Loam,0,0,0.33,419,0
5.8,Millets,Loam,0,0,0.24,833,0
14.87,Sugarcane,Clay,0,0,0.26,489,0
8.99,Wheat,Black,0,1,0.42,1171,0
9.55,Sugarcane,Black,0,0,0.87,434,0
13.46,Sugarcane,Clay,1,0,0.93,814,0
12.86,Millets,Loam,1,0,0.54,621,0
7.26,Rice,Black,1,0,0.89,1249,0
5.44,Wheat,Black,1,1,0.88,683,1
11.01,Wheat,Black,1,0,0.38,811,0
1.46,Maize,Loam,1,0,0.84,336,0
9.2,Sugarcane,Black,0,0,0.59,706,0
5.82,Millets,Clay,1,0,0.58,734,0
11.17,Sugarcane,Clay,1,0,0.31,1488,0
9.31,Millets,Sandy,1,1,0.43,1154,0
12.39,Maize,Clay,0,0,0.7,540,0
13.14,Millets,Loam,1,0,0.34,980,0
4.24,Wheat,Clay,0,1,0.64,1231,0
7.05,Maize,Clay,1,0,0.54,1105,0
2.89,Rice,Sandy,0,0,0.83,1265,0
0.77,Millets,Loam,1,1,0.22,301,0
5.45,Maize,Sandy,0,1,0.79,843,0
14.94,Wheat,Black,1,0,0.68,1083,0
6.58,Sugarcane,Black,0,0,0.61,596,0
3.62,Rice,Clay,1,1,0.59,879,1
14.72,Millets,Loam,1,0,0.67,755,0
3.71,Rice,Loam,1,0,0.91,761,0
3.87,Millets,Sandy,1,0,0.53,788,0
9.94,Maize,Black,1,1,0.93,982,1
6.74,Maize,Sandy,1,1,0.93,487,1
0.78,Millets,Sandy,0,1,0.86,970,0
9.84,Millets,Loam,1,0,0.76,1423,0
6.56,Maize,Clay,1,0,0.63,1426,0
12.54,Rice,Sandy,0,0,0.28,1009,0
2.55,Cotton,Clay,1,0,0.76,969,0
9.26,Wheat,Clay,0,1,0.23,1329,0
11.55,Rice,Loam,1,1,0.69,310,1
2.24,Millets,Loam,0,0,0.82,1053,0
14.08,Millets,Sandy,1,1,0.35,1121,0
13.75,Rice,Sandy,0,1,0.73,458,0
6.97,Millets,Loam,0,0,0.61,1190,0
2.37,Millets,Sandy,1,1,0.64,1031,1
5.19,Maize,Loam,0,1,0.48,672,0
13.87,Millets,Sandy,0,1,0.63,317,0
6.5,Maize,Clay,0,0,0.44,1202,0
4.95,Rice,Loam,1,1,0.63,1253,1
9.78,Cotton,Loam,1,1,0.24,393,0
14.64,Cotton,Black,0,1,0.38,683,0
0.74,Cotton,Black,1,0,0.53,313,0
9.29,Maize,Black,0,1,0.5,683,0
10.3,Millets,Sandy,1,0,0.7,892,0
10.53,Rice,Clay,0,0,0.84,816,0
1.84,Millets,Black,0,0,0.51,980,0
3.11,Wheat,Clay,0,0,0.27,1180,0
14.55,Millets,Sandy,1,0,0.66,499,0
4.41,Millets,Loam,0,1,0.88,1172,0
14.95,Maize,Sandy,0,1,0.21,656,0
1.78,Rice,Loam,1,0,0.69,1197,0
14.64,Cotton,Sandy,1,1,0.32,1278,0
10.18,Maize,Sandy,0,1,0.37,459,0
2.17,Millets,Sandy,0,0,0.89,332,0
13.41,Wheat,Black,1,1,0.69,355,1
4.86,Millets,Loam,0,1,0.4,309,0
8.81,Wheat,Loam,1,1,0.53,1156,1
1.49,Millets,Black,0,1,0.79,614,0
9.81,Millets,Sandy,0,1,0.36,548,0
13.11,Rice,Loam,0,1,0.86,769,0
8.71,Wheat,Black,0,0,0.36,1273,0
10.59,Sugarcane,Black,1,1,0.92,928,1
1.37,Maize,Clay,1,0,0.9,774,0
7.58,Sugarcane,Loam,0,0,0.66,1193,0
12.22,Cotton,Clay,0,1,0.48,420,0
12.99,Sugarcane,Clay,1,1,0.57,1100,1
9.33,Millets,Black,1,1,0.77,637,1
1.78,Cotton,Black,0,1,0.48,958,0
1.43,Maize,Black,1,1,0.27,1485,0
2.7,Millets,Clay,1,0,0.6,1413,0
1.52,Millets,Clay,0,0,0.6,677,0
13.27,Cotton,Loam,0,1,0.68,657,0
9.7,Cotton,Loam,0,1,0.3,305,0
14.56,Rice,Sandy,0,1,0.66,858,0
14.62,Sugarcane,Sandy,1,1,0.73,653,1
6.24,Millets,Sandy,1,1,0.43,350,0
10.0,Wheat,Black,0,1,0.47,546,0
9.72,Millets,Loam,0,0,0.75,872,0
12.5,Rice,Loam,1,0,0.33,784,0
1.98,Sugarcane,Black,0,0,0.29,1273,0
12.27,Wheat,Clay,0,1,0.73,310,0
13.5,Rice,Black,1,1,0.95,325,1
2.59,Millets,Sandy,0,1,0.62,941,0
13.79,Millets,Loam,0,1,0.89,706,0
3.09,Wheat,Black,1,1,0.51,788,1
14.69,Maize,Sandy,0,0,0.51,1420,0
7.9,Millets,Clay,0,1,0.26,910,0
8.51,Wheat,Clay,0,0,0.51,900,0
1.08,Millets,Sandy,0,0,0.44,538,0
7.93,Rice,Clay,1,1,0.29,936,0
12.81,Maize,Sandy,0,1,0.92,711,0
6.93,Wheat,Clay,1,0,0.3,379,0
0.61,Rice,Sandy,1,1,0.72,598,0
5.54,Wheat,Sandy,0,1,0.93,1357,0
9.8,Rice,Loam,1,1,0.31,427,0
2.43,Maize,Loam,1,0,0.54,1326,0
7.37,Cotton,Clay,1,1,0.42,445,0
5.24,Sugarcane,Loam,1,1,0.93,744,1
7.43,Wheat,Loam,0,0,0.63,553,0
5.12,Sugarcane,Clay,0,1,0.48,789,0
13.79,Cotton,Loam,0,1,0.63,1432,0
10.57,Sugarcane,Clay,0,1,0.75,416,0
14.28,Sugarcane,Black,0,0,0.5,871,0
4.59,Millets,Black,1,1,0.62,373,1
4.2,Rice,Loam,1,0,0.51,316,0
13.36,Millets,Clay,0,0,0.46,792,0
4.58,Sugarcane,Black,0,1,0.54,972,0
6.52,Maize,Sandy,1,1,0.28,1298,0
2.92,Maize,Sandy,1,1,0.27,612,0
0.71,Rice,Clay,1,0,0.57,606,0
2.45,Cotton,Sandy,0,0,0.89,849,0
4.19,Cotton,Clay,1,0,0.95,1259,0
0.94,Millets,Sandy,1,1,0.93,696,0
10.96,Sugarcane,Clay,1,1,0.61,1333,1
0.96,Rice,Loam,0,0,0.39,637,0
14.09,Cotton,Sandy,1,0,0.25,1369,0
1.45,Rice,Loam,1,1,0.81,624,0
2.72,Wheat,Black,0,0,0.25,1155,0
14.4,Millets,Loam,1,1,0.25,1337,0
11.77,Sugarcane,Sandy,0,0,0.61,1331,0
9.48,Millets,Black,1,1,0.49,586,0
4.27,Sugarcane,Black,0,1,0.4,1331,0
7.69,Cotton,Sandy,1,0,0.64,953,0
8.61,Rice,Black,0,0,0.74,850,0
14.38,Cotton,Black,1,0,0.81,848,0
3.27,Sugarcane,Black,1,1,0.95,1354,1
11.11,Cotton,Black,0,0,0.95,1441,0
1.57,Rice,Sandy,1,1,0.8,713,0
5.46,Wheat,Clay,0,0,0.72,1023,0
6.11,Maize,Black,1,0,0.88,963,0
9.27,Maize,Clay,0,0,0.44,1206,0
7.29,Sugarcane,Loam,1,1,0.39,557,0
3.85,Rice,Sandy,1,0,0.64,1265,0
8.9,Sugarcane,Clay,0,0,0.7,797,0
10.27,Millets,Black,0,1,0.45,1452,0
12.74,Millets,Sandy,1,0,0.42,1340,0
8.71,Rice,Clay,1,0,0.24,1253,0
0.8,Millets,Black,1,1,0.48,1252,0
9.71,Sugarcane,Black,1,0,0.4,1009,0
7.38,Wheat,Clay,1,1,0.21,1212,0
2.62,Rice,Loam,1,0,0.22,918,0
1.04,Maize,Loam,0,1,0.22,1131,0
3.44,Maize,Clay,1,0,0.27,787,0
10.66,Cotton,Sandy,0,1,0.65,1229,0
3.57,Millets,Sandy,1,0,0.32,744,0
9.88,Rice,Sandy,1,1,0.67,1431,1
14.18,Wheat,Black,0,0,0.68,1406,0
5.81,Maize,Loam,1,0,0.22,689,0
3.77,Rice,Black,1,1,0.72,1439,1
14.49,Rice,Clay,0,0,0.33,757,0
5.04,Cotton,Loam,0,1,0.4,853,0
7.45,Maize,Sandy,0,1,0.29,345,0
10.06,Wheat,Clay,0,1,0.79,467,0
0.62,Sugarcane,Black,0,1,0.22,1222,0
5.23,Wheat,Loam,1,0,0.3,731,0
1.34,Wheat,Sandy,0,0,0.88,1314,0
2.01,Rice,Black,1,1,0.41,439,0
0.67,Maize,Sandy,1,1,0.63,1109,0
4.45,Sugarcane,Sandy,1,0,0.81,1283,0
8.65,Rice,Clay,0,0,0.67,506,0
0.72,Rice,Sandy,0,1,0.5,1317,0
10.39,Cotton,Loam,0,1,0.73,682,0
4.22,Sugarcane,Black,0,0,0.68,929,0
11.6,Maize,Loam,1,1,0.67,1364,1
11.06,Cotton,Sandy,1,1,0.91,1391,1
5.61,Maize,Black,0,0,0.68,380,0
7.29,Millets,Sandy,0,1,0.37,1198,0
9.95,Maize,Clay,0,0,0.29,712,0
7.93,Millets,Clay,1,1,0.84,482,1
4.64,Maize,Sandy,1,0,0.35,300,0
14.64,Rice,Black,0,1,0.55,860,0
10.49,Sugarcane,Sandy,0,1,0.33,970,0
6.76,Maize,Sandy,1,1,0.65,623,1
7.71,Wheat,Black,0,0,0.94,362,0
10.95,Maize,Black,0,1,0.49,914,0
1.73,Wheat,Sandy,0,1,0.91,518,0
8.08,Cotton,Loam,0,1,0.47,834,0
1.98,Sugarcane,Loam,0,0,0.28,903,0
5.15,Cotton,Loam,1,0,0.88,1424,0
6.16,Wheat,Loam,0,1,0.67,1190,0
13.93,Cotton,Black,1,0,0.75,526,0
6.27,Rice,Sandy,1,1,0.9,882,1
7.32,Cotton,Clay,0,0,0.69,882,0
2.19,Maize,Loam,0,0,0.45,365,0
12.77,Cotton,Black,1,0,0.62,1191,0
9.49,Sugarcane,Clay,0,1,0.26,701,0
3.95,Maize,Loam,0,0,0.31,1273,0
8.89,Sugarcane,Clay,1,0,0.67,1132,0
14.79,Cotton,Clay,0,1,0.7,386,0
0.93,Cotton,Black,0,1,0.57,518,0
4.98,Rice,Sandy,0,1,0.3,660,0
10.6,Millets,Black,1,1,0.61,1443,1
4.46,Rice,Black,0,0,0.71,1454,0
10.64,Sugarcane,Sandy,1,1,0.6,674,1
6.96,Millets,Black,0,0,0.75,776,0
4.17,Rice,Loam,1,1,0.59,488,1
6.32,Rice,Sandy,1,1,0.43,1033,0
9.27,Wheat,Black,0,1,0.29,720,0
6.07,Cotton,Sandy,0,0,0.71,712,0
12.0,Millets,Clay,0,1,0.58,693,0
1.91,Sugarcane,Loam,1,1,0.49,1253,0
8.58,Cotton,Black,0,0,0.84,1369,0
6.42,Cotton,Black,1,0,0.41,788,0
7.36,Sugarcane,Clay,0,0,0.9,839,0
5.58,Millets,Clay,1,1,0.39,409,0
10.02,Wheat,Sandy,1,1,0.69,612,1
14.95,Maize,Clay,0,1,0.63,457,0
5.08,Millets,Clay,0,0,0.31,1450,0
6.06,Sugarcane,Sandy,1,0,0.44,1230,0
2.39,Wheat,Loam,1,1,0.61,1336,1
13.51,Wheat,Sandy,1,0,0.55,1252,0
2.97,Cotton,Sandy,0,1,0.54,775,0
14.35,Cotton,Clay,0,0,0.46,752,0
9.94,Sugarcane,Black,0,1,0.23,1436,0
3.99,Cotton,Black,0,1,0.54,1478,0
4.02,Rice,Loam,0,1,0.42,1278,0
7.61,Millets,Loam,0,1,0.71,606,0
4.61,Cotton,Sandy,1,0,0.29,326,0
7.41,Cotton,Clay,0,0,0.57,1361,0
11.35,Millets,Loam,0,0,0.52,1325,0
2.65,Cotton,Clay,0,0,0.58,585,0
10.94,Cotton,Loam,1,1,0.95,650,1
1.48,Maize,Clay,1,1,0.55,786,0
11.0,Sugarcane,Sandy,0,1,0.72,1417,0
2.38,Sugarcane,Sandy,0,0,0.76,1447,0
10.52,Rice,Black,0,0,0.94,1040,0
4.53,Sugarcane,Black,1,0,0.35,886,0
14.42,Rice,Loam,0,0,0.8,1286,0
6.13,Sugarcane,Clay,1,0,0.46,1332,0
11.42,Maize,Sandy,0,1,0.55,1462,0
3.71,Sugarcane,Sandy,0,0,0.7,1204,0
0.55,Wheat,Clay,1,1,0.49,1428,0
11.9,Wheat,Loam,0,1,0.65,1137,0
13.74,Millets,Loam,1,0,0.43,1112,0
2.85,Rice,Loam,0,1,0.66,1327,0
3.57,Sugarcane,Loam,1,1,0.77,457,1
3.35,Maize,Sandy,1,0,0.28,783,0
9.65,Cotton,Clay,0,0,0.4,315,0
13.44,Wheat,Sandy,0,0,0.37,1216,0
2.46,Rice,Clay,1,1,0.21,1485,0
12.78,Cotton,Black,1,1,0.26,1298,0
12.49,Sugarcane,Loam,0,0,0.92,1459,0
9.49,Maize,Clay,0,1,0.27,817,0
0.59,Millets,Sandy,1,1,0.41,1215,0
14.6,Millets,Clay,0,0,0.43,1288,0
11.34,Cotton,Loam,0,0,0.54,312,0
12.32,Maize,Black,1,1,0.37,503,0
4.25,Cotton,Black,1,0,0.48,961,0
6.5,Maize,Loam,1,0,0.45,500,0
1.31,Sugarcane,Sandy,0,1,0.8,840,0
2.54,Wheat,Clay,1,0,0.26,496,0
6.27,Rice,Loam,0,0,0.87,598,0
1.58,Millets,Black,0,1,0.47,446,0
13.4,Maize,Clay,1,1,0.66,1459,1
1.54,Millets,Sandy,1,1,0.68,562,0
11.3,Rice,Black,0,1,0.77,533,0
0.69,Sugarcane,Black,1,1,0.74,1080,0
11.97,Sugarcane,Clay,1,1,0.4,850,0
9.72,Rice,Sandy,0,1,0.7,1303,0
9.68,Cotton,Black,0,0,0.69,1398,0
9.82,Rice,Loam,1,1,0.88,661,1
9.13,Cotton,Black,1,1,0.2,310,0
2.08,Cotton,Loam,1,0,0.38,1085,0
14.34,Sugarcane,Black,0,0,0.36,462,0
4.68,Rice,Sandy,0,0,0.35,976,0
3.02,Rice,Sandy,0,1,0.55,890,0
3.66,Cotton,Loam,1,0,0.3,1485,0
14.49,Sugarcane,Black,0,1,0.57,383,0
14.06,Sugarcane,Black,0,1,0.81,319,0
8.01,Maize,Loam,0,1,0.6,1088,0
8.88,Millets,Sandy,1,0,0.54,808,0
7.0,Rice,Loam,1,1,0.44,1332,0
7.21,Cotton,Loam,1,0,0.67,595,0
8.05,Rice,Loam,1,1,0.58,1494,1
7.44,Wheat,Black,0,1,0.87,382,0
6.45,Rice,Black,1,1,0.35,1158,0
13.36,Cotton,Loam,1,1,0.78,921,1
1.26,Sugarcane,Loam,0,0,0.47,1332,0
5.06,Sugarcane,Loam,0,1,0.85,552,0
14.35,Maize,Sandy,0,0,0.55,1386,0
2.37,Rice,Clay,1,0,0.64,396,0
2.33,Millets,Sandy,1,0,0.65,1303,0
8.64,Wheat,Black,0,1,0.2,1273,0
12.63,Wheat,Sandy,1,1,0.57,500,1
10.64,Millets,Sandy,0,0,0.79,1145,0
14.83,Rice,Loam,0,0,0.71,378,0
0.72,Maize,Sandy,0,1,0.44,486,0
10.0,Wheat,Clay,0,1,0.42,627,0
1.98,Maize,Clay,0,1,0.39,1013,0
10.04,Millets,Clay,1,1,0.39,1290,0
3.62,Cotton,Loam,0,1,0.25,380,0
0.53,Millets,Black,1,0,0.82,369,0
3.36,Sugarcane,Black,1,0,0.75,431,0
13.04,Millets,Black,0,1,0.26,1187,0
8.74,Maize,Loam,1,1,0.62,602,1
14.77,Wheat,Clay,1,0,0.27,313,0
13.63,Cotton,Sandy,0,0,0.3,1145,0
7.76,Maize,Loam,0,0,0.46,1047,0
12.62,Maize,Sandy,1,0,0.44,1253,0
7.74,Rice,Loam,0,1,0.56,523,0
6.74,Cotton,Black,0,1,0.41,1048,0
7.44,Maize,Sandy,1,1,0.81,1315,1
10.98,Millets,Loam,0,0,0.69,480,0
12.57,Maize,Black,0,0,0.84,916,0
7.84,Maize,Loam,1,1,0.27,420,0
3.8,Rice,Clay,1,1,0.91,1089,1
10.01,Cotton,Black,1,0,0.46,980,0
14.12,Millets,Black,0,0,0.67,582,0
13.28,Rice,Sandy,1,0,0.74,946,0
3.87,Millets,Sandy,0,0,0.89,1384,0
4.86,Millets,Sandy,1,0,0.73,1092,0
2.06,Wheat,Loam,1,1,0.71,356,1
5.9,Rice,Clay,1,0,0.41,1143,0
4.59,Sugarcane,Black,1,0,0.66,1071,0
