Area,Crop,Soil,NDVI,Rainfall,Carbon
14.25,Rice,Loam,0.33,1101,4.97
6.19,Maize,Loam,0.52,911,3.17
13.11,Cotton,Clay,0.66,1291,6.7
10.05,Sugarcane,Sandy,0.76,1098,10.06
9.72,Maize,Clay,0.82,313,2.25
11.38,Rice,Black,0.63,883,5.57
4.15,Cotton,Loam,0.71,481,1.02
5.47,Millets,Sandy,0.67,336,0.49
14.44,Sugarcane,Sandy,0.87,1413,21.3
5.07,Millets,Loam,0.51,579,0.9
12.53,Cotton,Loam,0.59,1148,6.11
3.41,Maize,Loam,0.59,765,1.66
10.04,Cotton,Clay,0.76,1349,6.18
12.11,Maize,Clay,0.9,977,9.58
4.58,Maize,Sandy,0.32,1490,1.57
12.63,Maize,Black,0.85,1284,13.65
4.27,Millets,Sandy,0.62,1452,1.54
7.74,Rice,Clay,0.86,563,3.0
12.71,Wheat,Sandy,0.92,1092,7.15
12.73,Millets,Clay,0.39,1379,3.42
13.42,Millets,Black,0.77,837,4.76
10.73,Cotton,Loam,0.36,1164,3.24
7.34,Maize,Clay,0.41,1490,4.04
4.93,Cotton,Sandy,0.69,968,1.58
4.35,Maize,Black,0.89,486,1.86
5.11,Wheat,Clay,0.55,422,0.83
1.64,Rice,Black,0.4,776,0.45
7.71,Millets,Black,0.56,1394,3.31
3.14,Cotton,Sandy,0.69,335,0.35
11.28,Maize,Sandy,0.62,1043,5.25
9.95,Wheat,Black,0.35,540,1.45
5.23,Cotton,Loam,0.38,1490,2.13
10.19,Rice,Sandy,0.5,922,3.01
11.2,Millets,Sandy,0.52,1121,2.61
10.34,Sugarcane,Sandy,0.65,792,6.39
6.87,Millets,Loam,0.82,1385,4.68
1.35,Millets,Clay,0.84,693,0.39
3.46,Wheat,Sandy,0.9,394,0.69
13.53,Millets,Sandy,0.45,789,1.92
13.6,Rice,Black,0.44,1476,7.77
6.98,Cotton,Sandy,0.83,797,2.22
11.9,Cotton,Loam,0.48,929,3.82
13.92,Millets,Clay,0.9,1454,9.11
13.62,Rice,Clay,0.7,472,3.6
3.49,Millets,Black,0.54,968,1.0
1.16,Cotton,Black,0.64,1125,0.55
13.21,Millets,Sandy,0.43,855,1.94
9.58,Wheat,Sandy,0.71,384,1.46
9.36,Cotton,Black,0.87,567,3.05
9.78,Rice,Black,0.41,488,1.72
14.24,Millets,Clay,0.45,699,2.24
10.79,Millets,Clay,0.69,1141,4.25
5.09,Cotton,Clay,0.48,792,1.16
9.13,Millets,Black,0.53,1459,3.88
1.03,Cotton,Black,0.34,776,0.18
4.08,Rice,Clay,0.91,896,2.66
9.59,Millets,Loam,0.77,720,3.19
6.39,Wheat,Sandy,0.72,1396,3.6
8.35,Cotton,Black,0.85,960,4.5
5.59,Cotton,Sandy,0.8,881,1.89
12.71,Millets,Loam,0.36,1335,3.67
9.33,Millets,Black,0.68,1070,3.73
4.18,Wheat,Sandy,0.91,965,2.06
2.18,Sugarcane,Black,0.4,736,1.06
14.73,Cotton,Clay,0.75,1047,6.94
10.48,Rice,Clay,0.77,312,2.01
13.51,Maize,Black,0.67,1131,10.14
2.73,Wheat,Clay,0.93,1079,1.92
2.13,Cotton,Loam,0.65,319,0.32
6.4,Wheat,Sandy,0.68,1393,3.39
1.94,Sugarcane,Sandy,0.43,1436,1.44
1.29,Millets,Black,0.82,1340,0.78
7.8,Sugarcane,Loam,0.54,1242,9.42
10.32,Maize,Loam,0.42,367,1.72
14.99,Sugarcane,Sandy,0.82,980,14.46
8.5,Sugarcane,Black,0.74,1210,12.56
11.02,Millets,Black,0.87,926,4.88
4.78,Millets,Clay,0.72,1276,2.2
11.88,Cotton,Clay,0.63,1077,4.84
13.46,Rice,Black,0.93,1397,15.39
6.99,Maize,Sandy,0.64,836,2.69
11.0,Cotton,Loam,0.71,1458,8.2
5.79,Millets,Sandy,0.71,711,1.17
11.4,Maize,Sandy,0.42,667,2.3
13.26,Cotton,Sandy,0.77,1103,5.41
10.15,Maize,Clay,0.35,1147,3.67
8.7,Maize,Sandy,0.77,923,4.45
14.77,Sugarcane,Black,0.62,1177,17.78
1.18,Maize,Sandy,0.42,990,0.35
13.28,Maize,Sandy,0.39,575,2.14
13.98,Sugarcane,Black,0.8,980,18.08
12.54,Maize,Sandy,0.91,687,5.64
12.07,Maize,Sandy,0.83,426,3.07
11.95,Sugarcane,Clay,0.75,305,4.1
1.32,Wheat,Loam,0.68,538,0.41
12.48,Sugarcane,Black,0.63,573,7.43
3.95,Millets,Sandy,0.47,1013,0.75
10.53,Sugarcane,Black,0.32,405,2.25
1.5,Sugarcane,Loam,0.9,771,1.87
7.56,Cotton,Clay,0.76,739,2.55
14.7,Rice,Sandy,0.34,975,3.12
1.76,Cotton,Black,0.85,1234,1.22
1.58,Cotton,Clay,0.77,529,0.39
10.07,Rice,Loam,0.7,677,4.58
9.26,Wheat,Clay,0.48,1189,3.7
3.31,Rice,Loam,0.52,1364,2.25
4.5,Cotton,Sandy,0.69,536,0.8
1.8,Cotton,Clay,0.36,797,0.31
3.32,Maize,Loam,0.34,904,1.1
15.0,Cotton,Black,0.45,507,2.26
12.62,Rice,Loam,0.64,523,4.06
1.89,Maize,Black,0.67,818,1.03
13.3,Millets,Sandy,0.82,1084,4.73
7.28,Cotton,Sandy,0.36,975,1.23
6.0,Rice,Loam,0.88,574,2.91
5.6,Millets,Loam,0.51,1205,2.06
2.01,Wheat,Black,0.8,1019,1.26
12.08,Sugarcane,Black,0.75,526,7.86
11.26,Rice,Black,0.84,1493,12.43
3.62,Cotton,Black,0.44,1323,1.39
3.55,Sugarcane,Clay,0.41,780,1.7
10.47,Maize,Clay,0.65,1357,8.31
2.03,Wheat,Black,0.91,361,0.51
8.07,Millets,Loam,0.93,1235,5.56
5.9,Maize,Loam,0.55,1266,4.44
12.63,Cotton,Sandy,0.46,946,2.64
1.45,Cotton,Black,0.91,301,0.26
4.07,Maize,Sandy,0.78,343,0.78
1.9,Wheat,Black,0.42,918,0.56
4.78,Maize,Black,0.42,1074,2.13
10.85,Sugarcane,Clay,0.79,718,9.23
7.9,Wheat,Black,0.55,1421,4.75
5.42,Sugarcane,Black,0.64,1443,8.26
12.94,Sugarcane,Black,0.65,1303,18.08
3.0,Maize,Sandy,0.69,1462,2.18
1.74,Cotton,Black,0.83,618,0.59
7.02,Millets,Loam,0.37,643,1.0
13.91,Rice,Clay,0.44,972,4.76
12.97,Sugarcane,Clay,0.52,1402,14.18
12.68,Millets,Loam,0.38,756,2.19
1.07,Millets,Sandy,0.55,365,0.09
8.51,Sugarcane,Black,0.46,1382,8.93
6.49,Rice,Sandy,0.81,867,2.92
6.96,Rice,Black,0.64,1233,4.83
10.69,Maize,Clay,0.54,1219,6.33
9.0,Sugarcane,Sandy,0.69,977,7.28
13.58,Wheat,Loam,0.43,1011,4.96
5.96,Maize,Black,0.66,987,3.84
5.78,Millets,Black,0.89,545,1.54
4.97,Maize,Loam,0.45,398,0.96
6.9,Sugarcane,Black,0.9,1240,12.71
8.07,Wheat,Loam,0.9,1125,6.86
10.05,Sugarcane,Sandy,0.39,547,2.57
13.88,Cotton,Sandy,0.35,982,2.29
11.17,Wheat,Loam,0.72,1427,9.64
7.37,Cotton,Clay,0.67,1330,3.94
4.45,Cotton,Clay,0.39,1335,1.39
2.31,Cotton,Loam,0.9,867,1.3
9.79,Cotton,Sandy,0.32,1482,2.23
6.0,Maize,Loam,0.35,887,2.01
8.21,Wheat,Loam,0.67,1356,6.27
9.65,Millets,Sandy,0.86,1442,4.79
9.35,Millets,Clay,0.83,570,2.21
7.33,Cotton,Clay,0.95,1313,5.49
8.41,Cotton,Sandy,0.42,742,1.26
8.8,Wheat,Sandy,0.72,404,1.43
1.16,Millets,Sandy,0.67,651,0.2
13.3,Cotton,Sandy,0.85,760,4.12
9.14,Cotton,Clay,0.41,398,0.89
7.02,Wheat,Sandy,0.69,1132,3.07
8.77,Cotton,Sandy,0.67,1329,3.75
10.95,Cotton,Black,0.66,1224,5.84
12.79,Cotton,Sandy,0.72,800,3.54
10.23,Maize,Loam,0.56,325,2.01
13.86,Cotton,Clay,0.69,572,3.28
13.56,Sugarcane,Black,0.79,1136,20.08
9.79,Cotton,Clay,0.41,961,2.31
10.52,Millets,Black,0.3,327,0.57
1.08,Maize,Sandy,0.83,317,0.2
12.04,Sugarcane,Clay,0.76,1201,16.48
8.39,Millets,Clay,0.74,797,2.47
8.17,Wheat,Loam,0.65,1109,4.95
13.48,Millets,Black,0.45,1074,3.58
1.62,Maize,Sandy,0.36,973,0.41
14.99,Maize,Sandy,0.62,714,4.78
2.24,Wheat,Black,0.45,519,0.4
8.6,Millets,Sandy,0.83,405,1.16
12.13,Maize,Sandy,0.82,819,5.87
7.18,Sugarcane,Black,0.31,1057,3.88
12.45,Maize,Loam,0.37,957,4.76
6.87,Maize,Clay,0.4,760,1.88
11.38,Wheat,Black,0.75,503,3.31
11.96,Cotton,Sandy,0.65,992,3.7
12.81,Rice,Sandy,0.6,989,4.86
4.94,Sugarcane,Sandy,0.46,767,2.09
6.48,Sugarcane,Black,0.76,825,6.7
7.39,Millets,Sandy,0.42,1030,1.28
1.2,Wheat,Clay,0.31,870,0.23
2.46,Millets,Loam,0.69,1484,1.51
3.3,Wheat,Black,0.61,904,1.4
5.84,Wheat,Sandy,0.94,692,2.13
4.22,Cotton,Sandy,0.65,796,1.05
9.77,Millets,Clay,0.71,512,1.78
6.33,Rice,Black,0.84,1353,6.33
13.03,Maize,Black,0.85,785,8.61
10.66,Wheat,Sandy,0.51,1363,4.15
3.03,Sugarcane,Black,0.34,1054,1.79
12.23,Wheat,Loam,0.46,1273,6.02
14.58,Wheat,Clay,0.81,629,5.2
3.54,Cotton,Black,0.63,434,0.64
10.89,Sugarcane,Black,0.93,703,11.75
11.84,Wheat,Loam,0.49,1457,7.1
10.49,Wheat,Loam,0.32,1036,2.92
10.85,Sugarcane,Loam,0.7,822,11.24
4.37,Millets,Black,0.56,359,0.48
12.29,Rice,Clay,0.64,810,5.1
14.03,Wheat,Sandy,0.3,1370,3.23
6.48,Wheat,Loam,0.79,1009,4.34
14.56,Rice,Loam,0.68,335,3.18
1.92,Wheat,Clay,0.73,1335,1.31
14.02,Rice,Sandy,0.44,523,2.06
12.71,Sugarcane,Clay,0.47,501,4.49
11.6,Maize,Sandy,0.75,1049,6.57
11.46,Wheat,Loam,0.56,1249,6.73
11.37,Cotton,Loam,0.9,848,6.25
3.43,Sugarcane,Clay,0.58,484,1.44
4.63,Wheat,Clay,0.64,936,1.94
2.78,Wheat,Sandy,0.49,465,0.35
11.47,Rice,Sandy,0.78,838,4.8
13.7,Rice,Clay,0.57,1160,7.25
3.67,Rice,Sandy,0.89,571,1.19
5.05,Cotton,Loam,0.44,831,1.33
12.24,Rice,Black,0.81,712,6.21
13.29,Maize,Clay,0.89,561,5.97
2.0,Sugarcane,Clay,0.36,1412,1.52
12.58,Wheat,Loam,0.55,1230,7.15
9.64,Wheat,Black,0.58,540,2.32
4.6,Millets,Loam,0.9,875,2.17
2.27,Cotton,Loam,0.75,722,0.89
5.46,Cotton,Loam,0.52,1285,2.63
2.39,Cotton,Sandy,0.7,523,0.42
5.85,Millets,Sandy,0.68,863,1.37
4.88,Millets,Black,0.46,1080,1.33
12.18,Cotton,Black,0.95,1217,9.29
4.51,Rice,Sandy,0.3,553,0.48
14.16,Sugarcane,Loam,0.71,320,5.79
12.9,Sugarcane,Sandy,0.53,1103,9.05
5.48,Wheat,Loam,0.94,1363,5.9
11.15,Wheat,Sandy,0.72,1054,4.74
7.9,Rice,Loam,0.86,702,4.58
1.68,Sugarcane,Sandy,0.35,567,0.4
5.31,Wheat,Clay,0.85,701,2.21
12.24,Millets,Clay,0.89,617,3.36
14.78,Millets,Loam,0.36,1361,4.34
5.2,Sugarcane,Black,0.52,1145,5.11
6.06,Sugarcane,Clay,0.91,612,5.06
10.67,Cotton,Black,0.93,905,5.93
1.35,Maize,Sandy,0.53,778,0.4
2.2,Maize,Black,0.7,426,0.65
8.72,Wheat,Sandy,0.74,673,2.43
12.72,Millets,Sandy,0.48,1350,3.3
9.86,Millets,Loam,0.89,997,5.25
13.7,Wheat,Loam,0.69,1495,11.87
10.32,Sugarcane,Loam,0.35,899,5.84
7.75,Cotton,Black,0.45,900,2.07
7.0,Rice,Black,0.55,1339,4.54
7.71,Sugarcane,Black,0.42,1170,6.25
6.28,Cotton,Black,0.65,1339,3.61
7.73,Millets,Loam,0.74,1130,3.88
6.86,Rice,Black,0.66,412,1.64
12.24,Cotton,Loam,0.36,515,1.63
10.51,Sugarcane,Clay,0.69,717,7.8
9.88,Rice,Clay,0.39,743,2.29
9.23,Cotton,Black,0.3,695,1.27
3.16,Cotton,Black,0.31,808,0.52
3.63,Cotton,Loam,0.5,1313,1.72
12.88,Rice,Loam,0.85,963,10.12
5.23,Cotton,Sandy,0.93,1104,2.58
14.01,Millets,Black,0.78,475,2.85
9.92,Wheat,Clay,0.32,619,1.38
13.65,Wheat,Loam,0.53,1166,7.09
3.43,Maize,Clay,0.74,1285,2.94
13.96,Millets,Sandy,0.68,770,2.92
12.0,Rice,Black,0.35,945,3.49
5.75,Millets,Sandy,0.59,377,0.51
1.77,Wheat,Clay,0.34,1256,0.53
2.66,Maize,Black,0.54,413,0.59
11.32,Maize,Clay,0.59,1060,6.37
9.73,Sugarcane,Loam,0.47,992,8.17
11.48,Wheat,Sandy,0.53,634,2.16
7.79,Maize,Black,0.51,549,2.16
9.66,Maize,Clay,0.48,400,1.67
10.49,Sugarcane,Loam,0.8,1305,19.71
2.52,Wheat,Loam,0.57,966,1.17
1.75,Rice,Loam,0.87,1365,2.0
2.52,Wheat,Loam,0.31,1276,0.84
4.79,Rice,Sandy,0.71,686,1.49
3.93,Maize,Sandy,0.8,568,1.29
2.17,Cotton,Black,0.61,473,0.41
14.7,Wheat,Loam,0.31,405,1.55
5.47,Cotton,Black,0.46,1072,1.78
14.72,Sugarcane,Sandy,0.39,781,5.38
14.3,Millets,Black,0.39,560,1.72
11.11,Millets,Black,0.4,1187,2.9
13.07,Millets,Sandy,0.39,790,1.61
8.96,Rice,Black,0.83,644,4.21
10.37,Maize,Loam,0.58,927,6.02
14.88,Cotton,Clay,0.82,1122,8.21
5.69,Wheat,Sandy,0.54,488,0.84
11.11,Wheat,Loam,0.79,386,2.85
11.78,Maize,Clay,0.46,1339,6.53
11.73,Maize,Black,0.6,961,6.7
4.91,Cotton,Clay,0.82,1372,3.31
4.98,Millets,Clay,0.44,1349,1.48
6.5,Rice,Black,0.32,1104,2.02
10.02,Maize,Loam,0.35,1424,5.39
10.89,Cotton,Clay,0.57,645,2.4
6.34,Cotton,Black,0.44,1301,2.4
1.22,Wheat,Loam,0.8,1279,1.05
10.77,Rice,Black,0.78,946,6.99
7.57,Rice,Loam,0.46,1293,4.32
13.16,Sugarcane,Black,0.59,648,8.3
10.9,Rice,Clay,0.63,333,1.83
3.87,Cotton,Sandy,0.59,952,1.04
8.31,Sugarcane,Clay,0.84,692,7.25
7.8,Cotton,Black,0.79,407,1.66
11.09,Cotton,Loam,0.59,968,4.56
4.98,Sugarcane,Clay,0.39,1329,3.87
10.39,Rice,Black,0.35,595,1.9
6.39,Rice,Black,0.4,958,2.15
10.94,Sugarcane,Clay,0.85,841,11.73
4.12,Sugarcane,Sandy,0.76,1355,5.09
12.24,Cotton,Sandy,0.63,1334,4.94
11.1,Cotton,Clay,0.65,671,2.9
5.17,Rice,Sandy,0.53,1022,1.79
12.37,Sugarcane,Sandy,0.44,894,5.84
7.17,Cotton,Black,0.46,1219,2.65
3.9,Sugarcane,Black,0.83,658,3.51
11.43,Millets,Sandy,0.33,793,1.2
6.39,Millets,Black,0.36,369,0.47
13.75,Cotton,Clay,0.8,1002,6.61
10.97,Wheat,Clay,0.46,1096,3.87
8.45,Millets,Black,0.31,776,1.12
3.5,Rice,Sandy,0.48,1145,1.23
8.98,Sugarcane,Sandy,0.59,313,1.99
1.14,Rice,Clay,0.84,778,0.6
13.19,Millets,Black,0.62,1135,5.1
2.69,Cotton,Clay,0.38,875,0.54
8.58,Millets,Sandy,0.71,804,1.96
10.74,Maize,Clay,0.93,918,8.25
2.85,Sugarcane,Black,0.86,1290,5.22
14.38,Cotton,Sandy,0.93,833,5.35
10.71,Millets,Loam,0.49,1220,3.84
14.86,Rice,Clay,0.44,1320,6.9
9.58,Millets,Loam,0.48,1358,3.75
12.45,Sugarcane,Loam,0.44,1462,14.42
9.44,Maize,Loam,0.59,1060,6.38
2.81,Rice,Black,0.45,462,0.51
10.98,Cotton,Clay,0.33,1356,2.95
9.89,Millets,Loam,0.32,945,1.79
5.3,Sugarcane,Sandy,0.33,1208,2.54
6.0,Rice,Black,0.47,1022,2.54
8.1,Maize,Black,0.68,329,1.79
14.88,Cotton,Loam,0.51,472,2.58
10.75,Sugarcane,Clay,0.76,571,7.0
11.43,Rice,Loam,0.44,1323,6.39
13.5,Cotton,Loam,0.5,556,2.7
11.99,Rice,Black,0.39,1412,5.81
5.05,Maize,Black,0.8,725,2.9
1.28,Millets,Clay,0.59,1190,0.45
3.78,Rice,Sandy,0.54,1155,1.51
10.0,Millets,Clay,0.56,1421,3.98
13.49,Wheat,Loam,0.44,1379,6.88
7.47,Rice,Black,0.52,1468,5.02
9.56,Millets,Clay,0.39,1320,2.46
6.77,Millets,Loam,0.54,1096,2.4
2.37,Rice,Sandy,0.31,348,0.16
5.24,Rice,Clay,0.82,1082,3.72
13.64,Cotton,Sandy,0.56,761,2.79
3.89,Cotton,Sandy,0.47,953,0.84
11.05,Maize,Clay,0.85,996,8.42
14.15,Rice,Black,0.75,1082,10.1
13.61,Wheat,Sandy,0.77,937,5.5
3.78,Maize,Sandy,0.74,492,0.99
3.52,Sugarcane,Sandy,0.32,664,0.9
13.45,Rice,Loam,0.8,856,8.84
6.3,Maize,Loam,0.38,305,0.79
8.29,Millets,Black,0.63,684,1.96
10.1,Wheat,Clay,0.82,915,5.3
8.45,Sugarcane,Loam,0.64,683,6.65
10.52,Rice,Sandy,0.56,1229,4.63
7.11,Sugarcane,Loam,0.85,631,6.86
2.16,Cotton,Black,0.45,533,0.34
6.3,Cotton,Loam,0.66,1262,3.78
10.75,Wheat,Clay,0.45,1022,3.46
8.22,Millets,Sandy,0.33,343,0.37
7.4,Cotton,Loam,0.74,558,2.2
6.64,Maize,Clay,0.32,854,1.63
1.47,Maize,Clay,0.74,1103,1.08
1.01,Wheat,Loam,0.56,982,0.47
7.67,Maize,Clay,0.31,509,1.09
12.05,Wheat,Clay,0.63,954,5.07
10.12,Cotton,Sandy,0.71,444,1.53
4.88,Wheat,Clay,0.5,1427,2.44
4.43,Rice,Loam,0.91,797,3.08
2.56,Rice,Sandy,0.62,475,0.48
6.32,Wheat,Black,0.59,664,1.91
14.92,Rice,Black,0.67,350,3.08
3.11,Wheat,Loam,0.71,1374,2.55
5.47,Maize,Clay,0.46,335,0.76
7.23,Maize,Loam,0.32,829,2.07
12.31,Rice,Loam,0.49,1300,7.53
7.09,Wheat,Clay,0.69,351,1.2
13.11,Millets,Loam,0.78,331,2.03
2.38,Wheat,Sandy,0.95,400,0.51
9.5,Millets,Black,0.42,554,1.22
12.41,Sugarcane,Loam,0.6,691,9.26
5.27,Cotton,Black,0.95,1292,4.27
14.18,Maize,Loam,0.51,1489,11.63
4.8,Millets,Clay,0.69,1485,2.46
3.49,Maize,Sandy,0.31,1257,0.98
11.78,Millets,Loam,0.48,1435,4.87
6.89,Sugarcane,Clay,0.36,647,2.41
14.75,Maize,Loam,0.86,712,9.75
1.55,Millets,Clay,0.34,355,0.09
6.48,Wheat,Sandy,0.87,1044,3.3
7.95,Millets,Black,0.89,1043,4.06
3.68,Sugarcane,Black,0.63,492,1.88
1.45,Wheat,Black,0.51,696,0.4
9.37,Rice,Sandy,0.63,575,2.17
8.2,Sugarcane,Black,0.82,337,3.74
14.75,Millets,Black,0.32,922,2.39
9.45,Cotton,Black,0.58,1456,5.27
13.76,Millets,Loam,0.52,397,1.7
9.15,Wheat,Loam,0.74,1141,6.49
8.81,Cotton,Sandy,0.59,369,0.92
8.51,Wheat,Black,0.72,870,4.1
4.2,Millets,Loam,0.36,1062,0.96
5.21,Millets,Loam,0.52,372,0.6
3.65,Rice,Sandy,0.72,1365,2.3
14.39,Millets,Loam,0.72,944,5.87
3.83,Maize,Loam,0.68,522,1.47
1.78,Wheat,Clay,0.94,1370,1.6
4.36,Maize,Loam,0.58,433,1.18
8.4,Maize,Clay,0.84,1044,6.63
6.43,Cotton,Clay,0.59,1354,3.08
8.29,Wheat,Loam,0.41,1080,3.08
5.21,Rice,Black,0.94,508,2.19
5.35,Sugarcane,Sandy,0.45,1500,4.33
11.14,Rice,Sandy,0.87,1090,6.76
9.49,Rice,Loam,0.56,350,1.79
8.22,Cotton,Loam,0.49,415,1.2
8.29,Millets,Black,0.66,1085,3.27
1.77,Maize,Loam,0.44,973,0.82
1.82,Millets,Clay,0.9,1403,1.15
5.87,Cotton,Loam,0.62,1198,3.14
1.69,Wheat,Black,0.41,451,0.24
6.29,Cotton,Clay,0.76,1416,4.06
7.38,Rice,Clay,0.62,1040,3.81
12.71,Rice,Loam,0.41,880,4.4
14.73,Maize,Sandy,0.83,1021,8.99
1.81,Millets,Loam,0.49,1064,0.57
11.18,Maize,Sandy,0.39,912,2.86
6.1,Rice,Sandy,0.39,708,1.08
13.7,Sugarcane,Loam,0.69,1025,17.44
7.51,Sugarcane,Black,0.37,1233,5.65
14.73,Wheat,Black,0.86,514,5.01
14.65,Maize,Black,0.87,371,4.68
6.3,Cotton,Loam,0.79,1500,5.38
9.4,Cotton,Black,0.82,318,1.62
13.32,Rice,Sandy,0.61,742,3.86
4.72,Sugarcane,Sandy,0.67,1297,4.92
11.33,Sugarcane,Black,0.9,977,16.44
13.9,Sugarcane,Sandy,0.33,1145,6.3
5.61,Cotton,Loam,0.59,964,2.3
12.61,Sugarcane,Clay,0.72,1158,15.77
1.24,Rice,Clay,0.46,934,0.43
5.24,Millets,Sandy,0.93,1114,2.17
7.45,Millets,Sandy,0.5,1000,1.49
5.25,Rice,Loam,0.84,1310,5.55
9.23,Cotton,Clay,0.68,1358,5.11
1.06,Sugarcane,Clay,0.53,1495,1.26
10.79,Sugarcane,Clay,0.79,596,7.62
11.66,Maize,Clay,0.52,818,4.46
6.17,Millets,Clay,0.38,1263,1.48
13.55,Wheat,Clay,0.63,402,2.4
4.84,Sugarcane,Clay,0.57,638,2.64
7.18,Sugarcane,Clay,0.89,1170,11.21
5.79,Millets,Black,0.69,304,0.67
1.81,Wheat,Sandy,0.4,425,0.17
7.74,Sugarcane,Black,0.34,432,1.88
11.35,Maize,Sandy,0.74,1337,8.09
5.28,Millets,Black,0.75,415,0.9
1.73,Millets,Loam,0.34,1089,0.38
10.63,Millets,Black,0.54,533,1.68
1.15,Sugarcane,Clay,0.82,1009,1.43
4.94,Cotton,Loam,0.53,850,1.6
5.15,Wheat,Black,0.59,678,1.59
5.48,Sugarcane,Loam,0.76,541,4.06
6.43,Maize,Loam,0.53,1384,5.09
13.44,Maize,Black,0.69,1410,12.95
2.8,Millets,Sandy,0.84,563,0.53
14.96,Cotton,Loam,0.68,756,5.54
12.4,Sugarcane,Clay,0.81,880,13.26
12.83,Maize,Clay,0.82,1440,13.63
4.26,Wheat,Sandy,0.44,1469,1.54
3.72,Maize,Clay,0.31,497,0.52
11.17,Cotton,Clay,0.61,429,1.75
6.54,Cotton,Loam,0.57,620,1.66
3.57,Maize,Loam,0.63,1407,3.42
6.89,Cotton,Sandy,0.85,476,1.34
8.79,Millets,Sandy,0.9,362,1.15
1.08,Cotton,Black,0.68,1311,0.64
7.88,Cotton,Clay,0.68,1025,3.3
10.74,Millets,Sandy,0.7,1379,4.15
9.47,Sugarcane,Loam,0.35,1049,6.26
9.93,Rice,Clay,0.42,884,2.95
1.03,Cotton,Clay,0.73,486,0.22
9.87,Cotton,Clay,0.37,1182,2.59
10.64,Sugarcane,Loam,0.65,1429,17.79
2.28,Maize,Sandy,0.76,559,0.7
12.9,Maize,Loam,0.62,963,8.32
11.41,Maize,Clay,0.37,1451,5.51
12.94,Rice,Sandy,0.38,1028,3.24
9.56,Rice,Clay,0.79,779,4.71
3.96,Maize,Sandy,0.84,879,2.11
13.55,Sugarcane,Black,0.41,437,4.01
3.36,Sugarcane,Black,0.65,1286,4.63
14.4,Millets,Sandy,0.33,440,0.84
5.4,Sugarcane,Sandy,0.35,452,1.03
2.84,Sugarcane,Clay,0.77,1415,4.64
5.38,Maize,Sandy,0.84,924,3.01
5.17,Wheat,Clay,0.59,1201,2.56
12.95,Cotton,Black,0.89,1156,8.79
6.67,Wheat,Sandy,0.9,1319,4.43
1.36,Wheat,Loam,0.55,1402,0.88
11.59,Cotton,Black,0.54,544,2.25
7.63,Millets,Clay,0.63,952,2.29
5.26,Sugarcane,Black,0.45,933,3.64
7.49,Sugarcane,Clay,0.58,1000,6.52
3.16,Wheat,Clay,0.4,903,0.8
4.42,Maize,Black,0.6,317,0.83
3.28,Millets,Black,0.39,1401,0.99
2.31,Sugarcane,Clay,0.37,542,0.69
7.33,Maize,Clay,0.77,754,3.83
14.13,Rice,Loam,0.87,1349,15.92
6.77,Millets,Black,0.61,1441,3.27
14.45,Rice,Black,0.66,553,4.64
11.78,Millets,Sandy,0.44,1069,2.22
5.99,Millets,Black,0.78,398,1.02
14.79,Wheat,Clay,0.47,1223,5.95
6.22,Wheat,Clay,0.81,1319,4.65
9.1,Millets,Loam,0.42,792,1.82
12.03,Maize,Sandy,0.94,1168,9.51
8.65,Wheat,Black,0.65,884,3.83
12.91,Rice,Black,0.72,644,5.27
10.12,Rice,Black,0.53,1169,5.52
8.33,Cotton,Black,0.35,989,1.9
14.61,Rice,Clay,0.94,1223,13.44
13.35,Sugarcane,Sandy,0.34,1299,7.08
13.72,Maize,Black,0.74,730,7.34
3.27,Rice,Black,0.64,780,1.44
10.41,Sugarcane,Loam,0.94,934,16.45
3.44,Maize,Loam,0.66,1405,3.45
10.22,Sugarcane,Clay,0.85,349,4.55
3.61,Millets,Black,0.39,1096,0.85
14.48,Maize,Clay,0.82,1474,15.75
12.58,Wheat,Clay,0.71,552,3.45
7.38,Millets,Loam,0.44,1314,2.56
13.78,Rice,Black,0.47,809,4.61
9.53,Maize,Sandy,0.65,1427,6.36
7.7,Sugarcane,Black,0.39,894,4.43
6.55,Wheat,Loam,0.35,612,1.18
7.43,Sugarcane,Loam,0.6,515,4.13
2.62,Sugarcane,Clay,0.51,1105,2.21
12.11,Cotton,Loam,0.7,1228,7.5
14.82,Maize,Black,0.39,743,4.25
1.53,Maize,Sandy,0.8,532,0.47
13.59,Rice,Loam,0.34,714,3.17
13.77,Millets,Sandy,0.79,999,4.35
2.44,Rice,Sandy,0.81,747,0.94
11.89,Maize,Black,0.64,712,5.36
7.86,Sugarcane,Loam,0.91,659,8.48
8.55,Rice,Black,0.81,1217,7.42
10.44,Cotton,Clay,0.34,451,0.96
5.73,Wheat,Loam,0.52,658,1.65
2.78,Rice,Loam,0.84,1383,3.1
5.23,Rice,Loam,0.31,835,1.3
1.86,Sugarcane,Sandy,0.93,1206,2.5
9.4,Wheat,Sandy,0.81,1462,6.23
8.39,Cotton,Black,0.54,489,1.46
11.54,Millets,Sandy,0.39,822,1.48
15.0,Millets,Clay,0.87,1396,9.11
14.73,Millets,Sandy,0.63,1383,5.13
13.51,Sugarcane,Loam,0.49,312,3.72
7.98,Sugarcane,Sandy,0.72,1259,8.68
6.62,Cotton,Black,0.6,1212,3.18
3.24,Cotton,Clay,0.85,454,0.75
3.62,Maize,Black,0.67,755,1.81
12.53,Millets,Loam,0.93,316,2.21
